age,checking_account_A11,checking_account_A12,checking_account_A13,checking_account_A14,credit_amount,credit_history_A30,credit_history_A31,credit_history_A32,credit_history_A33,credit_history_A34,duration,employment_since_A71,employment_since_A72,employment_since_A73,employment_since_A74,employment_since_A75,existing_credits,foreign_worker_A201,foreign_worker_A202,housing_A151,housing_A152,housing_A153,installment_rate,job_A171,job_A172,job_A173,job_A174,liable_people,other_debtors_A101,other_debtors_A102,other_debtors_A103,other_installment_plans_A141,other_installment_plans_A142,other_installment_plans_A143,property_A121,property_A122,property_A123,property_A124,purpose_A40,purpose_A41,purpose_A410,purpose_A42,purpose_A43,purpose_A44,purpose_A45,purpose_A46,purpose_A48,purpose_A49,residence_since,savings_account_A61,savings_account_A62,savings_account_A63,savings_account_A64,savings_account_A65,telephone_A191,telephone_A192
54,False,False,False,True,4591,False,False,True,False,False,24,False,False,True,False,False,3,True,False,False,True,False,2,False,False,False,True,1,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,3,False,False,False,True,False,False,True
29,True,False,False,False,3959,False,False,True,False,False,15,False,False,True,False,False,1,True,False,False,True,False,3,False,False,True,False,1,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,2,True,False,False,False,False,False,True
32,True,False,False,False,4583,True,False,False,False,False,30,False,False,True,False,False,2,True,False,False,True,False,2,False,False,True,False,1,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,2,True,False,False,False,False,True,False
36,False,True,False,False,6967,False,False,False,True,False,24,False,False,False,True,False,1,True,False,True,False,False,4,False,False,False,True,1,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,4,False,True,False,False,False,False,True
27,False,True,False,False,4576,False,False,False,False,True,45,True,False,False,False,False,1,True,False,False,True,False,3,False,False,True,False,1,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,4,False,True,False,False,False,True,False
39,False,True,False,False,932,False,False,False,False,True,6,False,False,False,True,False,2,True,False,False,True,False,1,False,True,False,False,1,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,3,False,False,False,False,True,True,False
33,False,True,False,False,6403,False,False,False,True,False,24,False,True,False,False,False,1,True,False,False,True,False,1,False,False,True,False,1,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,2,True,False,False,False,False,True,False
32,False,True,False,False,2273,False,False,True,False,False,36,False,False,False,True,False,2,True,False,False,True,False,3,False,False,True,False,2,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1,True,False,False,False,False,True,False
34,False,False,False,True,2759,True,False,False,False,False,12,False,False,False,False,True,2,True,False,False,True,False,2,False,False,True,False,1,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,4,True,False,False,False,False,True,False
28,False,True,False,False,3617,False,False,False,False,True,12,False,False,False,False,True,3,True,False,True,False,False,1,False,False,True,False,1,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,4,True,False,False,False,False,False,True
35,False,False,False,True,4679,False,False,False,True,False,24,False,False,False,True,False,2,True,False,False,True,False,3,False,True,False,False,1,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,3,True,False,False,False,False,False,True
43,True,False,False,False,1333,False,False,False,True,False,24,True,False,False,False,False,2,True,False,False,False,True,4,False,False,True,False,2,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,2,True,False,False,False,False,True,False
26,True,False,False,False,3114,True,False,False,False,False,18,False,True,False,False,False,1,True,False,True,False,False,1,False,False,True,False,1,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,4,True,False,False,False,False,True,False
42,False,True,False,False,6288,False,False,True,False,False,60,False,False,True,False,False,1,True,False,False,False,True,4,False,False,True,False,1,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,4,True,False,False,False,False,True,False
36,False,False,False,True,1238,False,False,True,False,False,6,True,False,False,False,False,1,True,False,False,True,False,4,False,False,False,True,2,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,4,False,False,False,False,True,False,True
34,False,False,True,False,1337,True,False,False,False,False,9,False,True,False,False,False,2,True,False,False,True,False,4,False,False,False,True,1,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,2,True,False,False,False,False,False,True
24,True,False,False,False,2124,False,False,False,False,True,18,False,False,True,False,False,2,True,False,True,False,False,4,False,False,True,False,1,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,4,True,False,False,False,False,True,False
47,False,False,False,True,1393,False,False,True,False,False,12,False,False,False,False,True,3,True,False,False,True,False,4,False,False,True,False,2,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,4,True,False,False,False,False,False,True
46,False,False,False,True,2476,False,False,True,False,False,21,False,False,False,False,True,1,True,False,False,True,False,4,False,False,False,True,1,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,4,False,False,False,False,True,False,True
27,False,True,False,False,2930,False,False,True,False,False,12,False,False,False,True,False,1,True,False,False,True,False,2,False,False,True,False,1,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,1,True,False,False,False,False,True,False
27,False,False,True,False,1347,False,False,False,False,True,10,False,False,False,True,False,2,True,False,False,True,False,4,False,False,True,False,1,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,2,False,False,False,False,True,False,True
31,False,False,True,False,4473,False,False,True,False,False,36,False,False,False,False,True,1,True,False,False,True,False,4,False,False,True,False,1,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,2,True,False,False,False,False,True,False
31,False,False,False,True,1393,False,False,True,False,False,24,False,False,True,False,False,1,True,False,False,True,False,2,False,False,True,False,1,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,2,True,False,False,False,False,False,True
24,False,False,True,False,3016,False,False,True,False,False,12,False,False,True,False,False,1,True,False,False,True,False,3,False,False,True,False,1,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,1,True,False,False,False,False,True,False
22,False,False,False,True,1808,False,False,False,True,False,18,False,False,False,True,False,1,True,False,False,True,False,4,False,False,True,False,1,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,1,True,False,False,False,False,True,False
44,False,False,True,False,1881,False,False,True,False,False,12,False,False,True,False,False,1,True,False,True,False,False,2,False,True,False,False,1,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,2,True,False,False,False,False,False,True
43,True,False,False,False,1344,False,False,False,True,False,12,False,False,True,False,False,2,True,False,False,True,False,4,False,True,False,False,2,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,2,True,False,False,False,False,True,False
64,False,False,False,True,3832,False,False,True,False,False,9,False,False,False,False,True,1,True,False,False,True,False,1,False,True,False,False,1,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,4,False,False,False,False,True,True,False
22,False,True,False,False,276,False,False,True,False,False,9,False,False,True,False,False,1,True,False,True,False,False,4,False,True,False,False,1,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,4,True,False,False,False,False,True,False
62,False,False,False,True,1338,False,False,True,False,False,6,False,False,True,False,False,1,True,False,False,True,False,1,False,False,True,False,1,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,4,False,False,True,False,False,True,False
48,False,True,False,False,1743,False,False,False,False,True,24,False,False,False,False,True,2,True,False,False,True,False,4,False,True,False,False,1,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,2,True,False,False,False,False,True,False
41,False,False,False,True,6313,False,False,True,False,False,24,False,False,False,False,True,1,True,False,False,True,False,3,False,False,False,True,2,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,4,False,False,False,False,True,False,True
31,False,False,False,True,2901,False,False,True,False,False,10,False,True,False,False,False,1,True,False,True,False,False,1,False,False,True,False,1,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,4,False,False,False,False,True,True,False
24,False,True,False,False,2323,False,False,True,False,False,36,False,False,False,True,False,1,True,False,True,False,False,4,False,False,True,False,1,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,4,True,False,False,False,False,True,False
27,False,False,False,True,1237,False,False,False,False,True,6,False,False,True,False,False,2,True,False,False,True,False,1,False,False,True,False,1,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1,False,True,False,False,False,True,False
37,False,False,True,False,3949,False,False,True,False,False,10,False,True,False,False,False,1,True,False,False,True,False,1,False,True,False,False,2,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,1,True,False,False,False,False,True,False
25,False,True,False,False,4746,False,False,False,False,True,45,False,True,False,False,False,2,True,False,False,True,False,4,False,True,False,False,1,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,2,True,False,False,False,False,True,False
25,False,True,False,False,866,False,False,True,False,False,18,False,False,True,False,False,1,True,False,False,True,False,4,False,True,False,False,1,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,2,True,False,False,False,False,True,False
32,True,False,False,False,1282,False,False,True,False,False,24,False,False,True,False,False,1,True,False,False,True,False,4,False,True,False,False,1,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,2,False,True,False,False,False,True,False
40,True,False,False,False,684,False,False,True,False,False,12,False,False,True,False,False,1,True,False,True,False,False,4,False,True,False,False,2,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,4,True,False,False,False,False,True,False
50,True,False,False,False,5293,True,False,False,False,False,27,True,False,False,False,False,2,True,False,False,True,False,2,False,False,True,False,1,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,4,True,False,False,False,False,False,True
20,False,True,False,False,1577,False,False,True,False,False,11,False,True,False,False,False,1,True,False,False,True,False,4,False,False,True,False,1,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,1,False,False,False,True,False,True,False
23,False,True,False,False,2520,False,False,False,False,True,27,False,False,True,False,False,2,True,False,False,True,False,4,False,True,False,False,1,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,2,False,False,True,False,False,True,False
31,False,False,False,True,6110,False,False,False,False,True,48,False,False,True,False,False,1,True,False,False,False,True,1,False,False,True,False,1,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,3,True,False,False,False,False,False,True
24,False,False,False,True,2080,False,False,False,False,True,6,False,False,True,False,False,1,True,False,False,True,False,1,False,False,True,False,1,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,2,False,False,True,False,False,True,False
40,False,True,False,False,1322,False,False,False,False,True,11,False,False,True,False,False,2,True,False,False,True,False,4,False,False,True,False,1,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,4,False,False,False,True,False,True,False
33,False,False,False,True,2051,False,False,True,False,False,18,False,True,False,False,False,1,True,False,False,True,False,4,False,False,True,False,1,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,1,True,False,False,False,False,True,False
26,True,False,False,False,3414,False,False,False,True,False,21,False,True,False,False,False,2,True,False,False,True,False,2,False,False,True,False,1,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1,True,False,False,False,False,True,False
26,False,True,False,False,590,False,False,True,False,False,6,False,True,False,False,False,1,False,True,False,True,False,3,False,True,False,False,1,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,3,True,False,False,False,False,True,False
35,False,True,False,False,1919,False,False,False,False,True,9,False,False,False,True,False,1,True,False,True,False,False,4,False,False,True,False,1,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,3,True,False,False,False,False,False,True
30,True,False,False,False,2249,False,False,True,False,False,18,False,False,False,True,False,1,True,False,False,True,False,4,False,False,False,True,2,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,3,False,True,False,False,False,False,True
30,False,False,False,True,2028,False,False,False,False,True,24,False,False,False,True,False,2,True,False,False,True,False,2,False,True,False,False,1,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,2,True,False,False,False,False,True,False
31,False,False,False,True,2782,False,False,True,False,False,21,False,False,False,True,False,1,True,False,False,True,False,1,False,False,False,True,1,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,2,False,False,True,False,False,True,False
45,False,False,False,True,8588,False,False,True,False,False,39,False,False,False,False,True,1,True,False,False,True,False,4,False,False,False,True,1,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,2,False,True,False,False,False,False,True
26,True,False,False,False,1345,False,False,True,False,False,18,False,False,True,False,False,1,True,False,False,True,False,4,False,False,True,False,1,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,3,True,False,False,False,False,True,False
24,True,False,False,False,4308,False,False,True,False,False,48,False,True,False,False,False,1,True,False,True,False,False,3,False,False,True,False,1,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,4,True,False,False,False,False,True,False
26,True,False,False,False,759,False,False,True,False,False,12,False,False,False,True,False,1,True,False,False,True,False,4,False,False,True,False,1,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,2,True,False,False,False,False,True,False
34,False,False,False,True,1569,False,True,False,False,False,15,False,False,False,False,True,1,True,False,False,True,False,4,False,True,False,False,2,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,4,False,True,False,False,False,True,False
47,False,True,False,False,2353,False,False,False,True,False,21,False,False,True,False,False,2,True,False,False,True,False,1,False,False,True,False,1,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,4,True,False,False,False,False,True,False
44,True,False,False,False,2647,False,False,True,False,False,6,False,False,True,False,False,1,True,False,True,False,False,2,False,False,True,False,2,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,3,False,False,True,False,False,True,False
40,False,False,False,True,7678,False,False,False,True,False,36,False,False,False,True,False,2,True,False,False,True,False,2,False,False,True,False,1,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,4,False,False,True,False,False,False,True
22,True,False,False,False,1366,False,False,True,False,False,9,False,True,False,False,False,1,True,False,True,False,False,3,False,False,True,False,1,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,4,True,False,False,False,False,True,False
36,True,False,False,False,2799,False,False,False,False,True,9,False,False,True,False,False,2,True,False,True,False,False,2,False,False,True,False,2,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,2,True,False,False,False,False,True,False
60,True,False,False,False,1199,False,False,False,False,True,24,False,False,False,False,True,2,True,False,False,True,False,4,False,True,False,False,1,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,4,True,False,False,False,False,True,False
31,False,False,False,True,5742,False,False,True,False,False,36,False,False,False,True,False,2,True,False,False,True,False,2,False,False,True,False,1,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2,False,True,False,False,False,False,True
25,False,False,False,True,1262,False,False,True,False,False,12,False,False,True,False,False,1,True,False,False,True,False,3,False,False,True,False,1,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,2,True,False,False,False,False,True,False
39,False,False,False,True,426,True,False,False,False,False,6,False,False,False,False,True,1,True,False,False,True,False,4,False,True,False,False,1,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,4,True,False,False,False,False,True,False
25,False,True,False,False,4736,False,False,False,False,True,24,False,True,False,False,False,1,True,False,False,True,False,2,False,True,False,False,1,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,4,True,False,False,False,False,True,False
41,False,True,False,False,6361,False,False,False,False,True,18,False,False,False,False,True,1,True,False,False,True,False,2,False,False,True,False,1,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,1,True,False,False,False,False,False,True
31,False,False,False,True,929,False,False,True,False,False,24,False,False,False,True,False,1,True,False,False,True,False,4,False,False,True,False,1,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,2,False,False,False,False,True,False,True
27,False,False,False,True,4139,False,False,False,False,True,24,False,False,True,False,False,2,True,False,False,True,False,3,False,True,False,False,1,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,3,False,True,False,False,False,False,True
25,False,True,False,False,1484,False,False,True,False,False,12,False,False,True,False,False,1,True,False,False,True,False,2,False,False,True,False,1,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,1,False,False,False,False,True,False,True
33,False,False,True,False,1474,False,False,True,False,False,12,False,True,False,False,False,1,True,False,False,True,False,4,False,False,False,True,1,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,1,True,False,False,False,False,False,True
33,False,False,False,True,797,False,False,False,False,True,12,False,False,False,False,True,1,True,False,False,True,False,4,False,True,False,False,2,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,3,False,False,False,False,True,True,False
61,False,True,False,False,1239,False,False,True,False,False,18,False,False,True,False,False,1,True,False,False,False,True,4,False,False,True,False,1,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,4,False,False,False,False,True,True,False
23,False,False,False,True,3812,False,False,True,False,False,15,False,True,False,False,False,1,True,False,False,True,False,1,False,False,True,False,1,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,4,False,True,False,False,False,False,True
26,False,True,False,False,1715,False,False,True,False,False,30,False,False,True,False,False,1,True,False,False,True,False,4,False,False,True,False,1,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,1,False,False,False,False,True,True,False
68,True,False,False,False,14896,False,False,True,False,False,6,False,False,False,False,True,1,True,False,False,True,False,1,False,False,False,True,1,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,4,True,False,False,False,False,False,True
52,True,False,False,False,2315,False,False,True,False,False,10,False,False,False,False,True,1,True,False,False,True,False,3,False,True,False,False,1,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,4,True,False,False,False,False,True,False
38,False,False,False,True,3914,False,False,True,False,False,48,False,False,True,False,False,1,True,False,False,True,False,4,False,False,True,False,1,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,2,False,False,False,False,True,True,False
39,False,False,False,True,9436,True,False,False,False,False,54,False,False,True,False,False,1,True,False,False,True,False,2,False,True,False,False,2,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,2,False,False,False,False,True,True,False
23,False,False,False,True,1943,False,False,True,False,False,18,False,True,False,False,False,1,True,False,False,True,False,4,False,False,True,False,1,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,4,True,False,False,False,False,True,False
33,False,False,False,True,2186,False,False,True,False,False,15,False,False,False,True,False,1,True,False,True,False,False,1,False,True,False,False,1,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,4,False,False,False,False,True,True,False
27,True,False,False,False,3123,False,False,True,False,False,24,False,True,False,False,False,1,True,False,False,True,False,4,False,False,True,False,1,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,1,True,False,False,False,False,True,False
37,True,False,False,False,3620,False,False,True,False,False,36,False,False,True,False,False,1,True,False,False,True,False,1,False,False,True,False,2,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,2,True,False,False,False,False,True,False
29,False,False,False,True,1169,False,False,False,False,True,18,False,False,True,False,False,2,True,False,False,True,False,4,False,False,True,False,1,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,3,False,False,False,False,True,False,True
35,False,False,False,True,1471,False,False,False,False,True,15,False,False,True,False,False,2,True,False,False,False,True,4,False,False,True,False,1,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,4,True,False,False,False,False,False,True
32,False,False,False,True,4526,False,False,False,False,True,27,False,True,False,False,False,2,True,False,False,True,False,4,False,True,False,False,2,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,2,False,False,False,True,False,False,True
24,True,False,False,False,626,False,True,False,False,False,12,False,False,True,False,False,1,True,False,False,True,False,4,False,True,False,False,1,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,4,True,False,False,False,False,True,False
40,False,True,False,False,3001,False,False,True,False,False,18,False,False,False,True,False,1,True,False,True,False,False,2,False,False,True,False,1,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,4,True,False,False,False,False,True,False
43,False,True,False,False,2899,False,False,False,True,False,18,False,False,False,False,True,1,True,False,False,True,False,4,False,False,True,False,2,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,4,False,False,False,False,True,True,False
32,False,True,False,False,931,False,True,False,False,False,6,False,True,False,False,False,1,True,False,False,True,False,1,False,True,False,False,1,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,1,False,True,False,False,False,True,False
48,True,False,False,False,1024,False,False,False,True,False,24,False,True,False,False,False,1,True,False,False,True,False,4,False,False,True,False,1,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,4,True,False,False,False,False,True,False
60,False,False,False,True,1940,False,False,False,False,True,24,False,False,False,False,True,1,True,False,False,True,False,4,False,False,True,False,1,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,4,False,False,False,True,False,False,True
38,True,False,False,False,2171,False,False,False,False,True,12,False,False,True,False,False,2,False,True,False,True,False,4,False,True,False,False,1,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,4,True,False,False,False,False,True,False
55,True,False,False,False,1190,False,False,False,False,True,18,True,False,False,False,False,3,True,False,False,False,True,2,True,False,False,False,2,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,4,True,False,False,False,False,True,False
29,True,False,False,False,1193,False,True,False,False,False,24,True,False,False,False,False,2,True,False,True,False,False,1,True,False,False,False,1,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,4,True,False,False,False,False,True,False
50,False,False,False,True,3777,False,False,False,False,True,24,False,False,True,False,False,1,True,False,False,True,False,4,False,False,True,False,1,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,4,False,False,False,True,False,False,True
30,False,True,False,False,2063,False,False,True,False,False,6,False,True,False,False,False,1,True,False,True,False,False,4,False,False,False,True,1,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,3,True,False,False,False,False,False,True
29,False,False,False,True,1123,False,False,True,False,False,12,False,False,True,False,False,1,True,False,True,False,False,4,False,True,False,False,1,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,4,False,False,True,False,False,True,False
23,True,False,False,False,4281,False,False,False,False,True,33,False,False,True,False,False,2,True,False,False,True,False,1,False,False,True,False,1,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,4,False,False,True,False,False,True,False
23,False,False,False,True,1236,False,False,True,False,False,9,False,True,False,False,False,1,True,False,True,False,False,1,False,False,True,False,1,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,4,True,False,False,False,False,False,True
37,False,False,True,False,2100,False,False,True,False,False,18,False,False,True,False,False,1,True,False,False,True,False,4,False,False,True,False,1,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,2,True,False,False,False,False,True,False
26,False,False,False,True,763,False,False,True,False,False,12,False,False,True,False,False,1,True,False,False,True,False,4,False,False,True,False,1,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,1,True,False,False,False,False,False,True
